,GT,Predict
33999,2.0,3.064
34000,4.0,3.082
34001,3.0,3.045
34002,3.0,3.061
34003,3.0,3.036
34004,3.0,3.062
34005,3.0,3.067
34006,4.0,3.059
34007,3.0,3.107
34008,2.0,3.077
34009,4.0,3.06
34010,4.0,3.091
34011,3.0,3.064
34012,3.0,3.019
34013,4.0,2.968
34014,4.0,3.021
34015,3.0,3.088
34016,4.0,3.04
34017,4.0,3.059
34018,3.0,3.043
34019,5.0,3.107
34020,4.0,3.077
34021,3.0,3.027
34022,4.0,3.059
34023,5.0,3.091
34024,3.0,2.972
34025,3.0,3.044
34026,5.0,3.033
34027,5.0,3.064
34028,2.0,3.052
34029,3.0,3.056
34030,4.0,3.051
34031,3.0,3.049
34032,4.0,3.011
34033,3.0,3.05
34034,3.0,3.077
34035,4.0,3.069
34036,4.0,3.091
34037,1.0,3.029
34038,5.0,3.099
34039,5.0,3.024
34040,5.0,3.021
34041,3.0,3.028
34042,5.0,3.091
34043,5.0,3.04
34044,4.0,3.01
34045,3.0,3.076
34046,5.0,3.108
34047,1.0,3.099
34048,3.0,3.099
34049,5.0,3.071
34050,3.0,3.064
34051,3.0,3.082
34052,4.0,3.045
34053,4.0,3.036
34054,3.0,3.057
34055,4.0,3.062
34056,3.0,3.067
34057,3.0,3.081
34058,4.0,3.059
34059,4.0,3.072
34060,3.0,3.054
34061,2.0,3.08
34062,5.0,3.107
34063,5.0,3.085
34064,5.0,3.064
34065,5.0,3.12
34066,5.0,3.027
34067,3.0,3.051
34068,4.0,3.011
34069,5.0,3.05
34070,3.0,3.064
34071,5.0,3.04
34072,5.0,3.033
34073,3.0,3.087
34074,3.0,3.076
34075,4.0,3.107
34076,4.0,3.077
34077,3.0,3.027
34078,4.0,3.059
34079,3.0,3.091
34080,3.0,2.972
34081,4.0,3.044
34082,4.0,3.033
34083,2.0,2.997
34084,5.0,3.064
34085,3.0,3.056
34086,4.0,3.044
34087,3.0,3.046
34088,4.0,3.051
34089,3.0,3.049
34090,4.0,3.028
34091,3.0,3.085
34092,4.0,3.088
34093,3.0,3.003
34094,5.0,3.04
34095,4.0,3.077
34096,4.0,3.076
34097,5.0,3.055
34098,3.0,3.108
34099,4.0,3.059
34100,3.0,3.037
34101,4.0,3.046
34102,3.0,3.062
34103,4.0,3.041
34104,4.0,3.107
34105,2.0,3.077
34106,2.0,3.045
34107,3.0,3.091
34108,1.0,3.085
34109,3.0,3.101
34110,4.0,3.116
34111,5.0,3.036
34112,1.0,3.093
34113,1.0,3.064
34114,1.0,3.057
34115,4.0,3.087
34116,4.0,3.056
34117,1.0,3.059
34118,1.0,3.019
34119,5.0,3.073
34120,3.0,3.051
34121,4.0,3.013
34122,5.0,3.04
34123,3.0,3.039
34124,4.0,3.091
34125,5.0,3.122
34126,3.0,2.992
34127,2.0,3.055
34128,1.0,2.968
34129,3.0,3.049
34130,5.0,3.021
34131,4.0,3.088
34132,2.0,3.08
34133,5.0,3.04
34134,4.0,3.123
34135,4.0,3.066
34136,3.0,3.011
34137,4.0,3.05
34138,4.0,3.043
34139,5.0,3.092
34140,3.0,3.055
34141,3.0,3.067
34142,2.0,3.06
34143,5.0,3.098
34144,1.0,3.016
34145,3.0,3.088
34146,2.0,3.109
34147,2.0,3.068
34148,4.0,3.063
34149,1.0,3.04
34150,4.0,3.044
34151,1.0,3.054
34152,1.0,3.107
34153,3.0,3.077
34154,2.0,3.055
34155,4.0,3.027
34156,2.0,3.045
34157,4.0,3.091
34158,4.0,3.085
34159,5.0,3.036
34160,1.0,2.972
34161,1.0,2.997
34162,2.0,3.064
34163,3.0,3.056
34164,2.0,3.044
34165,2.0,3.058
34166,4.0,3.068
34167,3.0,3.085
34168,1.0,3.044
34169,4.0,3.049
34170,1.0,3.076
34171,3.0,3.021
34172,1.0,3.085
34173,4.0,3.088
34174,2.0,3.08
34175,3.0,3.04
34176,4.0,3.077
34177,5.0,3.094
34178,1.0,3.055
34179,5.0,3.099
34180,2.0,3.059
34181,2.0,3.037
34182,5.0,3.004
34183,2.0,3.054
34184,3.0,3.07
34185,4.0,3.125
34186,5.0,3.082
34187,1.0,3.078
34188,2.0,3.054
34189,3.0,3.028
34190,4.0,3.096
34191,1.0,3.055
34192,2.0,3.043
34193,4.0,3.012
34194,4.0,3.072
34195,3.0,3.062
34196,3.0,3.024
34197,4.0,3.107
34198,3.0,3.077
34199,4.0,3.059
34200,3.0,3.027
34201,3.0,3.059
34202,3.0,3.045
34203,4.0,3.091
34204,4.0,3.036
34205,3.0,3.033
34206,4.0,3.064
34207,2.0,3.052
34208,4.0,3.051
34209,4.0,3.044
34210,3.0,3.051
34211,2.0,3.014
34212,4.0,3.086
34213,4.0,3.019
34214,4.0,3.04
34215,5.0,3.051
34216,4.0,3.049
34217,4.0,3.131
34218,4.0,3.085
34219,4.0,3.091
34220,4.0,3.122
34221,5.0,3.005
34222,4.0,3.048
34223,4.0,2.968
34224,4.0,3.091
34225,4.0,3.067
34226,4.0,3.102
34227,3.0,3.029
34228,4.0,3.088
34229,3.0,3.091
34230,4.0,3.04
34231,4.0,3.033
34232,3.0,3.045
34233,4.0,3.087
34234,3.0,3.07
34235,5.0,3.054
34236,5.0,3.061
34237,3.0,3.023
34238,5.0,3.078
34239,3.0,3.066
34240,4.0,3.092
34241,4.0,3.063
34242,5.0,3.107
34243,4.0,3.076
34244,3.0,3.108
34245,4.0,3.005
34246,3.0,3.037
34247,4.0,3.07
34248,4.0,3.016
34249,3.0,3.046
34250,3.0,3.071
34251,3.0,3.036
34252,3.0,3.087
34253,3.0,3.07
34254,3.0,3.055
34255,4.0,3.054
34256,4.0,3.035
34257,4.0,3.107
34258,5.0,3.059
34259,4.0,3.059
34260,4.0,3.045
34261,3.0,3.067
34262,4.0,3.085
34263,4.0,3.116
34264,2.0,3.064
34265,4.0,3.087
34266,3.0,3.056
34267,3.0,3.051
34268,4.0,3.12
34269,4.0,3.046
34270,4.0,3.027
34271,5.0,3.051
34272,5.0,3.019
34273,4.0,3.04
34274,5.0,3.051
34275,4.0,3.013
34276,3.0,3.061
34277,3.0,3.085
34278,5.0,3.005
34279,2.0,3.071
34280,4.0,3.048
34281,5.0,2.968
34282,5.0,3.049
34283,5.0,3.05
34284,5.0,3.067
34285,4.0,3.102
34286,4.0,3.091
34287,4.0,3.049
34288,4.0,3.028
34289,3.0,3.05
34290,3.0,3.04
34291,5.0,3.123
34292,3.0,3.062
34293,5.0,3.032
34294,5.0,3.07
34295,4.0,3.054
34296,5.0,3.061
34297,5.0,3.087
34298,4.0,3.005
34299,4.0,3.078
34300,4.0,3.011
34301,4.0,3.075
34302,5.0,3.043
34303,3.0,3.094
34304,5.0,3.063
34305,4.0,3.107
34306,5.0,3.032
34307,4.0,3.005
34308,3.0,2.969
34309,4.0,3.114
34310,5.0,3.083
34311,3.0,3.059
34312,4.0,3.044
34313,4.0,3.013
34314,4.0,3.05
34315,3.0,3.067
34316,5.0,3.107
34317,2.0,3.059
34318,3.0,3.06
34319,5.0,3.091
34320,3.0,3.067
34321,5.0,3.085
34322,5.0,3.044
34323,5.0,3.033
34324,2.0,2.997
34325,5.0,3.064
34326,5.0,3.056
34327,5.0,3.044
34328,4.0,3.046
34329,5.0,3.027
34330,5.0,3.019
34331,5.0,3.021
34332,5.0,3.028
34333,4.0,3.085
34334,4.0,3.088
34335,3.0,3.091
34336,4.0,3.04
34337,3.0,3.066
34338,4.0,3.076
34339,5.0,3.055
34340,5.0,3.108
34341,4.0,3.087
34342,4.0,3.059
34343,4.0,3.037
34344,3.0,3.077
34345,4.0,3.039
34346,4.0,3.06
34347,4.0,3.062
34348,4.0,3.081
34349,4.0,3.055
34350,2.0,3.064
34351,5.0,3.072
34352,4.0,3.107
34353,3.0,3.077
34354,3.0,3.059
34355,3.0,3.027
34356,3.0,3.045
34357,3.0,3.091
34358,4.0,3.067
34359,5.0,3.085
34360,3.0,3.044
34361,3.0,3.064
34362,2.0,3.052
34363,3.0,3.056
34364,3.0,3.096
34365,2.0,3.044
34366,4.0,3.11
34367,4.0,3.049
34368,3.0,3.051
34369,3.0,3.019
34370,3.0,3.049
34371,4.0,3.065
34372,3.0,3.131
34373,3.0,3.011
34374,4.0,3.05
34375,3.0,3.073
34376,5.0,3.044
34377,4.0,3.069
34378,3.0,2.968
34379,4.0,3.049
34380,4.0,3.102
34381,4.0,3.099
34382,4.0,3.064
34383,3.0,3.021
34384,3.0,3.028
34385,2.0,3.085
34386,3.0,3.088
34387,3.0,3.091
34388,3.0,3.04
34389,1.0,3.033
34390,3.0,3.087
34391,3.0,3.078
34392,3.0,3.077
34393,2.0,3.076
34394,4.0,3.059
34395,3.0,3.037
34396,4.0,3.065
34397,4.0,3.049
34398,3.0,3.085
34399,2.0,3.049
34400,4.0,3.064
34401,4.0,3.081
34402,3.0,3.079
34403,3.0,3.082
34404,2.0,3.096
34405,2.0,3.062
34406,4.0,3.067
34407,3.0,3.054
34408,4.0,3.081
34409,3.0,3.072
34410,3.0,3.032
34411,3.0,3.081
34412,3.0,3.107
34413,3.0,3.034
34414,3.0,3.03
34415,3.0,3.033
34416,3.0,3.09
34417,3.0,3.074
34418,2.0,3.107
34419,1.0,3.077
34420,2.0,3.027
34421,3.0,3.067
34422,4.0,3.085
34423,4.0,3.116
34424,4.0,3.036
34425,3.0,3.044
34426,3.0,3.033
34427,2.0,3.064
34428,2.0,3.087
34429,2.0,3.056
34430,4.0,3.12
34431,5.0,3.027
34432,4.0,3.086
34433,3.0,3.019
34434,3.0,3.04
34435,2.0,3.073
34436,4.0,3.051
34437,4.0,3.013
34438,4.0,3.061
34439,2.0,3.01
34440,4.0,3.085
34441,4.0,3.091
34442,3.0,2.968
34443,3.0,3.091
34444,5.0,3.049
34445,3.0,3.091
34446,3.0,3.086
34447,4.0,3.024
34448,4.0,3.021
34449,3.0,3.028
34450,2.0,3.04
34451,4.0,3.123
34452,2.0,3.062
34453,2.0,3.045
34454,4.0,3.032
34455,4.0,3.085
34456,4.0,3.07
34457,3.0,3.081
34458,3.0,3.054
34459,4.0,3.061
34460,5.0,3.005
34461,2.0,3.078
34462,2.0,3.011
34463,3.0,3.1
34464,2.0,3.05
34465,5.0,3.075
34466,3.0,3.043
34467,3.0,3.036
34468,2.0,3.063
34469,2.0,3.107
34470,3.0,3.076
34471,3.0,3.055
34472,3.0,3.032
34473,3.0,3.067
34474,3.0,3.103
34475,3.0,3.005
34476,4.0,3.063
34477,3.0,2.981
34478,2.0,3.016
34479,2.0,3.108
34480,4.0,3.114
34481,4.0,3.049
34482,3.0,3.017
34483,2.0,3.082
34484,1.0,3.068
34485,4.0,3.055
34486,1.0,3.09
34487,2.0,3.044
34488,5.0,3.013
34489,5.0,3.05
34490,2.0,3.083
34491,4.0,3.097
34492,3.0,3.091
34493,2.0,3.069
34494,4.0,3.053
34495,4.0,3.107
34496,2.0,3.077
34497,4.0,3.059
34498,3.0,3.027
34499,5.0,3.059
34500,4.0,3.045
34501,4.0,3.091
34502,3.0,3.085
34503,5.0,3.116
34504,4.0,3.036
34505,4.0,3.044
34506,4.0,3.064
34507,3.0,3.052
34508,4.0,3.087
34509,4.0,3.072
34510,4.0,3.014
34511,5.0,3.051
34512,4.0,3.014
34513,5.0,3.086
34514,5.0,3.019
34515,5.0,3.04
34516,5.0,3.033
34517,5.0,3.051
34518,4.0,3.013
34519,5.0,3.049
34520,5.0,3.01
34521,3.0,3.068
34522,4.0,3.131
34523,3.0,3.011
34524,4.0,3.091
34525,5.0,3.122
34526,5.0,3.005
34527,5.0,2.968
34528,5.0,3.049
34529,5.0,3.05
34530,5.0,3.067
34531,3.0,3.102
34532,5.0,3.086
34533,3.0,3.037
34534,5.0,3.069
34535,4.0,3.028
34536,4.0,3.088
34537,5.0,3.04
34538,4.0,3.062
34539,5.0,3.033
34540,5.0,3.087
34541,5.0,3.032
34542,4.0,3.07
34543,5.0,3.054
34544,5.0,3.087
34545,4.0,3.005
34546,2.0,3.066
34547,4.0,3.023
34548,5.0,3.078
34549,4.0,3.011
34550,4.0,3.05
34551,4.0,3.043
34552,4.0,3.053
34553,5.0,3.063
34554,5.0,3.107
34555,4.0,3.032
34556,5.0,3.047
34557,4.0,3.07
34558,5.0,3.114
34559,5.0,3.083
34560,3.0,3.036
34561,4.0,3.111
34562,4.0,3.026
34563,2.0,3.064
34564,3.0,3.095
34565,1.0,3.081
34566,5.0,3.035
34567,3.0,3.097
34568,5.0,3.055
34569,3.0,3.107
34570,5.0,3.045
34571,3.0,3.091
34572,3.0,3.101
34573,5.0,3.093
34574,4.0,3.064
34575,5.0,3.059
34576,4.0,3.014
34577,5.0,3.019
34578,3.0,3.073
34579,5.0,3.051
34580,4.0,3.013
34581,2.0,3.061
34582,3.0,3.131
34583,2.0,3.122
34584,5.0,3.005
34585,4.0,3.071
34586,4.0,2.968
34587,5.0,3.049
34588,4.0,3.05
34589,4.0,3.091
34590,4.0,3.021
34591,4.0,3.04
34592,5.0,3.123
34593,1.0,3.045
34594,4.0,3.087
34595,2.0,3.023
34596,4.0,3.011
34597,3.0,3.05
34598,4.0,3.043
34599,4.0,3.044
34600,5.0,3.092
34601,5.0,3.107
34602,3.0,3.055
34603,3.0,3.041
34604,2.0,3.06
34605,3.0,3.098
34606,2.0,3.108
34607,3.0,3.1
34608,4.0,3.082
34609,4.0,3.082
34610,1.0,3.04
34611,3.0,3.068
34612,3.0,3.107
34613,4.0,3.059
34614,3.0,3.045
34615,4.0,3.064
34616,3.0,3.056
34617,2.0,3.046
34618,4.0,3.051
34619,4.0,3.019
34620,3.0,3.049
34621,4.0,2.968
34622,4.0,3.021
34623,4.0,3.05
34624,2.0,3.088
34625,4.0,3.091
34626,4.0,3.04
34627,4.0,3.033
34628,5.0,3.108
34629,5.0,3.099
34630,2.0,3.045
34631,4.0,3.107
34632,4.0,3.077
34633,3.0,3.059
34634,2.0,3.091
34635,3.0,3.085
34636,4.0,3.064
34637,4.0,3.051
34638,3.0,3.011
34639,3.0,3.021
34640,2.0,3.088
34641,4.0,3.04
34642,3.0,3.033
34643,3.0,3.036
34644,1.0,3.057
34645,1.0,3.096
34646,4.0,3.107
34647,4.0,3.059
34648,4.0,3.027
34649,4.0,3.059
34650,3.0,3.045
34651,4.0,3.091
34652,4.0,3.116
34653,4.0,3.036
34654,4.0,3.044
34655,4.0,3.064
34656,3.0,3.052
34657,4.0,3.087
34658,5.0,3.072
34659,4.0,3.056
34660,4.0,3.014
34661,3.0,3.059
34662,4.0,3.051
34663,5.0,3.051
34664,4.0,3.086
34665,4.0,3.019
34666,5.0,3.04
34667,3.0,3.083
34668,3.0,3.073
34669,4.0,3.033
34670,5.0,3.051
34671,4.0,3.013
34672,4.0,3.049
34673,3.0,3.01
34674,4.0,3.039
34675,4.0,3.131
34676,4.0,3.036
34677,3.0,3.091
34678,3.0,3.122
34679,4.0,3.005
34680,4.0,3.071
34681,5.0,3.055
34682,5.0,2.968
34683,4.0,3.05
34684,5.0,3.067
34685,4.0,3.102
34686,3.0,3.086
34687,3.0,3.099
34688,4.0,3.049
34689,1.0,3.029
34690,2.0,3.069
34691,4.0,3.091
34692,4.0,3.04
34693,5.0,3.123
34694,4.0,3.062
34695,4.0,3.033
34696,3.0,3.045
34697,5.0,3.032
34698,5.0,3.07
34699,5.0,3.081
34700,5.0,3.054
34701,2.0,3.08
34702,5.0,3.061
34703,5.0,3.087
34704,5.0,3.005
34705,4.0,3.023
34706,5.0,3.078
34707,5.0,3.011
34708,4.0,3.066
34709,5.0,3.05
34710,5.0,3.075
34711,4.0,3.043
34712,4.0,3.044
34713,5.0,3.092
34714,4.0,3.053
34715,4.0,3.063
34716,4.0,3.107
34717,3.0,3.055
34718,5.0,3.041
34719,4.0,3.108
34720,5.0,3.032
34721,4.0,3.047
34722,4.0,3.067
34723,2.0,3.099
34724,5.0,3.063
34725,2.0,3.06
34726,3.0,3.098
34727,4.0,3.07
34728,4.0,3.016
34729,2.0,3.089
34730,4.0,3.076
34731,2.0,3.108
34732,4.0,3.1
34733,3.0,3.078
34734,5.0,3.083
34735,4.0,3.002
34736,5.0,3.049
34737,4.0,3.054
34738,5.0,3.061
34739,5.0,3.036
34740,4.0,3.111
34741,2.0,3.058
34742,4.0,3.07
34743,4.0,3.068
34744,5.0,3.044
34745,4.0,3.062
34746,5.0,3.05
34747,3.0,3.067
34748,3.0,3.035
34749,4.0,3.033
34750,4.0,3.089
34751,3.0,3.062
34752,4.0,3.044
34753,5.0,3.091
34754,5.0,3.078
34755,4.0,3.054
34756,5.0,3.069
34757,3.0,3.107
34758,5.0,3.059
34759,4.0,3.059
34760,3.0,3.045
34761,4.0,3.091
34762,4.0,3.036
34763,3.0,3.033
34764,5.0,3.064
34765,3.0,3.052
34766,4.0,3.051
34767,4.0,3.051
34768,3.0,3.014
34769,5.0,3.086
34770,5.0,3.051
34771,4.0,3.049
34772,3.0,3.04
34773,3.0,3.039
34774,4.0,3.131
34775,4.0,3.085
34776,4.0,3.091
34777,5.0,3.048
34778,3.0,2.968
34779,5.0,3.091
34780,4.0,3.102
34781,4.0,3.086
34782,4.0,3.049
34783,4.0,3.05
34784,4.0,3.088
34785,3.0,3.091
34786,4.0,3.04
34787,4.0,3.033
34788,4.0,3.087
34789,4.0,3.085
34790,4.0,3.07
34791,5.0,3.054
34792,5.0,3.061
34793,4.0,3.087
34794,4.0,3.023
34795,3.0,3.078
34796,4.0,3.066
34797,4.0,3.05
34798,4.0,3.092
34799,4.0,3.063
34800,4.0,3.076
34801,3.0,3.055
34802,4.0,3.108
34803,4.0,3.005
34804,3.0,3.059
34805,5.0,3.083
34806,3.0,3.046
34807,3.0,3.017
34808,3.0,3.071
34809,4.0,3.036
34810,4.0,3.059
34811,4.0,3.054
34812,3.0,3.107
34813,3.0,3.077
34814,2.0,3.059
34815,3.0,3.045
34816,4.0,3.091
34817,5.0,3.036
34818,1.0,3.044
34819,1.0,3.033
34820,4.0,3.064
34821,3.0,3.052
34822,4.0,3.096
34823,4.0,3.051
34824,5.0,3.049
34825,4.0,3.011
34826,5.0,3.077
34827,5.0,3.069
34828,1.0,3.091
34829,1.0,3.029
34830,3.0,3.099
34831,4.0,3.021
34832,3.0,3.088
34833,5.0,3.04
34834,4.0,3.062
34835,5.0,3.077
34836,3.0,3.066
34837,5.0,3.08
34838,4.0,3.055
34839,3.0,3.108
34840,2.0,3.059
34841,3.0,3.037
34842,4.0,3.114
34843,5.0,3.083
34844,4.0,3.071
34845,5.0,3.082
34846,3.0,3.045
34847,2.0,3.036
34848,3.0,3.096
34849,4.0,3.076
34850,4.0,3.054
34851,2.0,3.107
34852,3.0,3.059
34853,3.0,3.085
34854,1.0,3.101
34855,3.0,3.116
34856,3.0,3.033
34857,2.0,3.093
34858,3.0,3.064
34859,4.0,3.087
34860,4.0,3.056
34861,3.0,3.059
34862,4.0,3.051
34863,4.0,3.086
34864,4.0,3.019
34865,3.0,3.04
34866,2.0,3.073
34867,4.0,3.013
34868,4.0,3.049
34869,3.0,3.01
34870,3.0,3.011
34871,4.0,3.036
34872,3.0,3.122
34873,1.0,3.073
34874,3.0,3.044
34875,3.0,3.051
34876,4.0,2.968
34877,4.0,3.091
34878,4.0,3.067
34879,3.0,3.091
34880,3.0,3.086
34881,3.0,3.049
34882,4.0,3.069
34883,3.0,3.085
34884,2.0,3.04
34885,3.0,3.087
34886,2.0,3.032
34887,4.0,3.087
34888,4.0,3.011
34889,4.0,3.1
34890,4.0,3.05
34891,3.0,3.075
34892,4.0,3.043
34893,3.0,3.092
34894,4.0,3.053
34895,3.0,3.107
34896,2.0,3.076
34897,3.0,3.005
34898,3.0,3.059
34899,3.0,3.072
34900,3.0,3.1
34901,3.0,3.082
34902,3.0,3.058
34903,4.0,3.033
34904,3.0,3.04
34905,5.0,3.05
34906,2.0,3.097
34907,3.0,3.107
34908,4.0,3.077
34909,4.0,3.1
34910,4.0,3.027
34911,4.0,3.045
34912,3.0,3.091
34913,3.0,3.085
34914,3.0,3.064
34915,3.0,3.056
34916,4.0,3.044
34917,4.0,3.051
34918,2.0,3.091
34919,4.0,3.099
34920,4.0,3.065
34921,2.0,3.088
34922,4.0,3.04
34923,3.0,3.033
34924,3.0,3.076
34925,3.0,3.099
34926,1.0,3.096
34927,4.0,3.067
34928,4.0,3.051
34929,5.0,3.107
34930,3.0,3.077
34931,5.0,3.059
34932,3.0,3.045
34933,4.0,3.091
34934,5.0,3.085
34935,1.0,3.033
34936,3.0,3.064
34937,4.0,3.056
34938,3.0,3.096
34939,2.0,3.077
34940,3.0,3.044
34941,4.0,3.046
34942,5.0,3.027
34943,5.0,3.051
34944,5.0,3.019
34945,4.0,3.049
34946,3.0,3.065
34947,3.0,3.08
34948,5.0,2.968
34949,4.0,3.091
34950,1.0,3.064
34951,3.0,3.024
34952,2.0,3.065
34953,3.0,3.021
34954,4.0,3.028
34955,3.0,3.085
34956,5.0,3.05
34957,2.0,3.088
34958,2.0,3.091
34959,5.0,3.04
34960,3.0,3.033
34961,1.0,3.077
34962,5.0,3.066
34963,1.0,3.076
34964,4.0,3.108
34965,4.0,3.099
34966,4.0,3.087
34967,2.0,3.037
34968,4.0,3.077
34969,2.0,2.969
34970,5.0,3.085
34971,2.0,3.045
34972,4.0,3.061
34973,5.0,3.036
34974,4.0,3.123
34975,4.0,3.059
34976,3.0,3.054
34977,1.0,3.107
34978,1.0,3.019
34979,3.0,3.107
34980,3.0,3.077
34981,5.0,3.059
34982,4.0,3.059
34983,4.0,3.045
34984,5.0,3.045
34985,3.0,3.091
34986,4.0,3.067
34987,3.0,3.116
34988,3.0,3.036
34989,3.0,2.972
34990,4.0,3.033
34991,3.0,3.093
34992,5.0,3.064
34993,4.0,3.087
34994,3.0,3.072
34995,5.0,3.014
34996,4.0,3.059
34997,4.0,3.051
34998,4.0,3.027
34999,5.0,3.051
35000,4.0,3.014
35001,5.0,3.019
35002,4.0,3.04
35003,4.0,3.083
35004,4.0,3.073
35005,4.0,3.033
35006,5.0,3.051
35007,4.0,3.013
35008,4.0,3.049
35009,3.0,3.068
35010,4.0,3.131
35011,3.0,3.085
35012,2.0,3.091
35013,4.0,3.122
35014,4.0,3.005
35015,4.0,3.048
35016,4.0,2.968
35017,5.0,3.05
35018,4.0,3.067
35019,3.0,3.029
35020,5.0,3.091
35021,3.0,3.086
35022,5.0,3.06
35023,3.0,3.028
35024,5.0,3.062
35025,3.0,3.033
35026,4.0,3.045
35027,3.0,3.085
35028,4.0,3.07
35029,4.0,3.054
35030,5.0,3.061
35031,5.0,3.055
35032,4.0,3.078
35033,5.0,3.011
35034,4.0,3.1
35035,4.0,3.066
35036,5.0,3.05
35037,5.0,3.075
35038,3.0,3.043
35039,5.0,3.092
35040,4.0,3.036
35041,3.0,3.053
35042,5.0,3.063
35043,3.0,3.107
35044,4.0,3.055
35045,4.0,3.108
35046,3.0,3.047
35047,3.0,3.067
35048,3.0,3.099
35049,5.0,3.103
35050,3.0,3.06
35051,4.0,3.088
35052,4.0,3.114
35053,5.0,3.083
35054,1.0,3.017
35055,3.0,3.082
35056,4.0,3.054
35057,3.0,3.028
35058,3.0,3.082
35059,4.0,3.036
35060,4.0,3.111
35061,5.0,3.073
35062,5.0,3.055
35063,3.0,3.055
35064,4.0,3.064
35065,5.0,3.013
35066,3.0,3.067
35067,4.0,3.035
35068,3.0,3.089
35069,3.0,3.062
35070,4.0,3.097
35071,3.0,3.069
35072,2.0,3.107
35073,3.0,3.077
35074,4.0,3.059
35075,5.0,3.027
35076,4.0,3.059
35077,4.0,3.06
35078,5.0,3.045
35079,4.0,3.045
35080,4.0,3.091
35081,4.0,3.116
35082,5.0,3.036
35083,2.0,2.972
35084,5.0,3.044
35085,3.0,3.033
35086,4.0,3.093
35087,2.0,3.064
35088,3.0,3.057
35089,4.0,3.052
35090,4.0,3.087
35091,3.0,3.014
35092,5.0,3.059
35093,4.0,3.051
35094,4.0,3.03
35095,3.0,2.988
35096,5.0,3.051
35097,4.0,3.014
35098,5.0,3.019
35099,4.0,3.04
35100,4.0,3.083
35101,4.0,3.073
35102,5.0,3.051
35103,4.0,3.013
35104,5.0,3.049
35105,3.0,3.04
35106,4.0,3.131
35107,2.0,3.011
35108,4.0,3.085
35109,4.0,3.036
35110,4.0,3.091
35111,4.0,3.122
35112,3.0,3.073
35113,4.0,3.005
35114,4.0,3.025
35115,4.0,3.077
35116,2.0,3.071
35117,5.0,3.06
35118,4.0,2.992
35119,4.0,3.044
35120,4.0,3.051
35121,5.0,3.069
35122,5.0,2.968
35123,5.0,3.05
35124,4.0,3.067
35125,4.0,3.029
35126,4.0,3.102
35127,4.0,3.086
35128,5.0,3.099
35129,4.0,3.068
35130,4.0,3.049
35131,3.0,3.076
35132,4.0,3.021
35133,4.0,3.06
35134,4.0,3.037
35135,4.0,3.015
35136,4.0,3.069
35137,5.0,3.021
35138,4.0,3.028
35139,3.0,3.088
35140,5.0,3.123
35141,4.0,3.048
35142,5.0,3.033
35143,5.0,3.054
35144,3.0,3.087
35145,4.0,3.066
35146,4.0,3.1
35147,4.0,3.075
35148,5.0,3.043
35149,4.0,3.094
35150,5.0,3.092
35151,4.0,3.036
35152,3.0,3.053
35153,4.0,3.063
35154,5.0,3.076
35155,4.0,3.108
35156,4.0,3.099
35157,4.0,3.099
35158,4.0,3.016
35159,4.0,3.076
35160,4.0,3.072
35161,5.0,3.065
35162,4.0,3.114
35163,5.0,3.083
35164,5.0,3.047
35165,5.0,3.046
35166,1.0,3.046
35167,4.0,3.082
35168,5.0,3.054
35169,3.0,3.038
35170,4.0,3.06
35171,5.0,3.082
35172,4.0,3.058
35173,2.0,3.045
35174,2.0,3.081
35175,4.0,3.084
35176,4.0,3.036
35177,5.0,3.06
35178,3.0,3.111
35179,1.0,3.081
35180,3.0,3.062
35181,3.0,2.981
35182,3.0,3.092
35183,4.0,3.07
35184,5.0,3.067
35185,5.0,3.041
35186,4.0,3.068
35187,1.0,3.063
35188,4.0,3.055
35189,4.0,3.009
35190,2.0,3.054
35191,4.0,3.025
35192,3.0,3.072
35193,3.0,3.034
35194,5.0,3.013
35195,2.0,3.03
35196,3.0,3.054
35197,4.0,3.109
35198,1.0,3.061
35199,4.0,3.057
35200,3.0,3.043
35201,4.0,3.107
35202,3.0,3.059
35203,1.0,3.027
35204,3.0,3.091
35205,4.0,3.116
35206,4.0,3.033
35207,3.0,3.064
35208,2.0,3.052
35209,3.0,3.051
35210,4.0,3.019
35211,2.0,3.04
35212,2.0,3.033
35213,4.0,3.051
35214,3.0,3.049
35215,2.0,3.091
35216,4.0,3.122
35217,3.0,3.005
35218,3.0,2.968
35219,3.0,3.088
35220,2.0,3.123
35221,4.0,3.033
35222,1.0,3.054
35223,1.0,3.005
35224,2.0,3.05
35225,4.0,3.043
35226,5.0,3.092
35227,1.0,3.099
35228,4.0,3.059
35229,4.0,3.037
35230,5.0,3.083
35231,2.0,3.081
35232,3.0,3.107
35233,2.0,3.045
35234,1.0,3.036
35235,4.0,3.093
35236,4.0,3.087
35237,2.0,3.051
35238,1.0,3.014
35239,5.0,3.086
35240,3.0,3.019
35241,5.0,3.051
35242,1.0,3.061
35243,1.0,3.04
35244,4.0,3.085
35245,5.0,3.122
35246,1.0,3.005
35247,5.0,2.968
35248,5.0,3.049
35249,3.0,3.091
35250,5.0,3.049
35251,5.0,3.123
35252,1.0,3.045
35253,5.0,3.032
35254,4.0,3.081
35255,3.0,3.061
35256,1.0,3.087
35257,1.0,3.005
35258,5.0,3.078
35259,5.0,3.1
35260,1.0,3.107
35261,4.0,3.08
35262,2.0,3.041
35263,2.0,3.059
35264,4.0,3.088
35265,4.0,3.1
35266,4.0,3.114
35267,4.0,3.07
35268,5.0,3.082
35269,4.0,3.054
35270,4.0,3.058
